Year,Calendar Day,Despatch Consumption Balance (Dcb) Or Internal Consumption Balance (Icb),Type Of Mode : Pithead Or Non-Pithead,"Number Of Coal Plants (UOM:Number), Scaling Factor:1","Capacity Of The Coal Plant (UOM:MW(MegaWatt)), Scaling Factor:1","Daily Requirement (UOM:t(Tonne)), Scaling Factor:1000","Domestic Stock (UOM:t(Tonne)), Scaling Factor:1000","Imported Stock  (UOM:t(Tonne)), Scaling Factor:1000","Normative Stock (UOM:t(Tonne)), Scaling Factor:1000","Percentage Of Actual Stock Vis-A-Vis Normative Stock  (UOM:%(Percentage)), Scaling Factor:1"
"Calendar Year (Jan - Dec), 2023",2023-02-03,ICB,Non-Pithead,15,17255.0000000000000000,172.4200000000000000,0.00000000000000000000,1736.0400000000000000,4482.8500000000000000,0.39000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-02-02,DCB,Pithead,16,38060.000000000000,519.2600000000000000,8453.0300000000000000,17.4200000000000000,8827.5000000000000000,0.96000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-02-02,DCB,Non-Pithead,148,148460.500000000000,2080.0500000000000000,21418.090000000000,1817.3400000000000000,53997.800000000000,0.43000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-02-02,ICB,Non-Pithead,15,17255.0000000000000000,172.4200000000000000,0.00000000000000000000,1749.8800000000000000,4482.8500000000000000,0.39000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-02-01,DCB,Pithead,16,34112.000000000000,474.1700000000000000,8118.0900000000000000,19.1000000000000000,8062.3800000000000000,1.01000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-02-01,DCB,Non-Pithead,148,152408.500000000000,2125.1400000000000000,21636.900000000000,1810.3600000000000000,54762.910000000000,0.43000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-02-01,ICB,Non-Pithead,15,17255.0000000000000000,172.4200000000000000,0.00000000000000000000,1755.6700000000000000,4482.8500000000000000,0.39000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-31,,Pithead,16,34112.000000000000,474.1700000000000000,,,7588.0500000000000000,1.07000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-31,,Non-Pithead,163,169663.500000000000,2297.5600000000000000,,,54719.230000000000,0.46000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-30,,Pithead,16,34112.000000000000,474.1700000000000000,,,7588.0500000000000000,1.06000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-30,,Non-Pithead,163,169663.500000000000,2297.5600000000000000,,,54719.230000000000,0.46000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-29,,Pithead,16,34112.000000000000,474.1700000000000000,,,7588.0500000000000000,1.05000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-29,,Non-Pithead,163,169663.500000000000,2297.5600000000000000,,,54719.230000000000,0.46000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-28,,Pithead,16,34112.000000000000,474.1700000000000000,,,7588.0500000000000000,1.05000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-28,,Non-Pithead,163,169663.500000000000,2297.5600000000000000,,,54719.230000000000,0.45000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-27,,Pithead,16,34112.000000000000,474.1700000000000000,,,7588.0500000000000000,1.05000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-27,,Non-Pithead,163,169663.500000000000,2297.5600000000000000,,,54719.230000000000,0.45000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-26,,Pithead,16,34112.000000000000,474.1700000000000000,,,7588.0500000000000000,1.04000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-26,,Non-Pithead,163,169663.500000000000,2297.5600000000000000,,,54719.230000000000,0.45000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-25,,Pithead,16,34112.000000000000,474.1700000000000000,,,7588.0500000000000000,1.03000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-25,,Non-Pithead,163,169663.500000000000,2297.5600000000000000,,,54719.230000000000,0.45000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-24,,Pithead,16,34112.000000000000,474.1700000000000000,,,7588.0500000000000000,1.03000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-24,,Non-Pithead,163,169663.500000000000,2297.5600000000000000,,,54719.230000000000,0.45000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-23,,Pithead,16,34112.000000000000,474.1700000000000000,,,7588.0500000000000000,1.03000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-23,,Non-Pithead,163,169663.500000000000,2297.5600000000000000,,,54719.230000000000,0.44000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-22,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,1.00000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-22,,Non-Pithead,163,165715.500000000000,2252.4600000000000000,,,53999.050000000000,0.44000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-21,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,1.00000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-21,,Non-Pithead,163,165715.500000000000,2252.4600000000000000,,,53999.050000000000,0.44000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-20,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.99000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-20,,Non-Pithead,163,165715.500000000000,2252.4600000000000000,,,53999.050000000000,0.44000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-19,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.99000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-19,,Non-Pithead,163,165715.500000000000,2252.4600000000000000,,,53999.050000000000,0.44000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-18,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.99000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-18,,Non-Pithead,163,165715.500000000000,2252.4600000000000000,,,53999.050000000000,0.44000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-17,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.99000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-17,,Non-Pithead,163,165715.500000000000,2252.4600000000000000,,,53999.050000000000,0.44000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-16,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.98000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-16,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,54119.030000000000,0.44000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-15,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.98000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-15,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,54119.030000000000,0.44000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-14,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.98000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-14,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,54119.030000000000,0.43000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-13,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.98000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-13,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,54119.030000000000,0.43000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-12,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.97000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-12,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,54119.030000000000,0.43000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-11,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.97000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-11,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,54119.030000000000,0.44000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-10,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.97000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-10,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,54119.030000000000,0.44000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-09,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.97000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-09,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,54119.030000000000,0.44000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-08,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.96000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-08,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,54119.030000000000,0.44000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-07,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.95000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-07,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,54119.030000000000,0.45000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-06,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.95000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-06,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,54119.030000000000,0.45000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-05,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.96000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-05,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,54119.030000000000,0.45000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-04,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.95000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-04,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,54119.030000000000,0.45000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-03,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.95000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-03,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,54119.030000000000,0.45000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-02,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.95000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-02,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,54119.030000000000,0.45000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-01,,Pithead,16,38060.000000000000,519.2600000000000000,,,8308.2300000000000000,0.94000000000000000000
"Calendar Year (Jan - Dec), 2023",2023-01-01,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,54119.030000000000,0.45000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-31,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,1.00000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-31,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-30,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,1.00000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-30,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-29,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,1.00000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-29,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-28,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,1.00000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-28,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-27,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,1.00000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-27,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-26,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,1.00000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-26,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-25,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.99000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-25,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-24,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.99000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-24,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-23,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.99000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-23,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-22,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.99000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-22,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-21,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.98000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-21,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-20,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.98000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-20,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-19,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.98000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-19,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-18,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.98000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-18,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-17,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.97000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-17,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-16,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.97000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-16,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-15,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.97000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-15,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-14,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.97000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-14,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-13,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.96000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-13,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.47000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-12,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.95000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-12,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.46000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-11,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.95000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-11,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.46000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-10,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.94000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-10,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.46000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-09,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.93000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-09,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.46000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-08,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.92000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-08,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.46000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-07,,Pithead,16,38060.000000000000,519.2600000000000000,,,7788.9700000000000000,0.92000000000000000000
"Calendar Year (Jan - Dec), 2022",2022-12-07,,Non-Pithead,164,165925.500000000000,2257.4600000000000000,,,51873.230000000000,0.46000000000000000000
